order_item_id,order_id,product_id,quantity,unit_price,discount_rate,line_revenue
3054,1940,45,1,78.37,0.0,78.37
3055,1941,38,1,92.07,0.05,92.07
3056,1941,22,1,62.55,0.05,62.55
3057,1941,30,1,26.93,0.05,26.93
3058,1941,54,2,22.25,0.05,44.5
3059,1942,26,1,74.55,0.0,74.55
3060,1943,29,1,26.67,0.0,26.67
3061,1944,15,2,41.64,0.05,83.28
3062,1944,7,1,116.37,0.05,116.37
3063,1945,54,1,22.25,0.05,22.25
3064,1945,41,1,146.29,0.0,146.29
3065,1946,56,1,47.83,0.0,47.83
3066,1946,2,2,288.32,0.05,576.64
3067,1947,22,1,62.55,0.05,62.55
3068,1948,35,1,31.61,0.08,31.61
3069,1949,5,1,168.87,0.05,168.87
3070,1950,3,1,410.61,0.0,410.61
3071,1951,6,1,351.76,0.0,351.76
3072,1952,6,2,351.76,0.0,703.52
3073,1952,14,2,74.24,0.0,148.48
3074,1953,42,1,147.61,0.05,147.61
3075,1953,1,1,332.97,0.0,332.97
3076,1954,3,1,410.61,0.0,410.61
3077,1954,30,1,28.35,0.0,28.35
3078,1955,4,1,84.32,0.0,84.32
3079,1956,56,1,47.83,0.0,47.83
3080,1957,12,2,37.92,0.0,75.84
3081,1958,20,2,126.66,0.0,253.32
3082,1959,14,2,70.53,0.05,141.06
3083,1960,6,2,334.17,0.05,668.34
3084,1960,34,1,50.9,0.0,50.9
3085,1961,28,1,10.68,0.0,10.68
3086,1961,8,1,335.96,0.05,335.96
3087,1962,52,1,9.79,0.0,9.79
3088,1962,35,2,34.36,0.0,68.72
3089,1962,59,1,18.95,0.0,18.95
3090,1963,14,2,74.24,0.0,148.48
3091,1963,48,1,71.07,0.05,71.07
3092,1963,1,1,332.97,0.0,332.97
3093,1963,17,3,85.44,0.0,256.32
3094,1964,25,1,66.15,0.0,66.15
3095,1965,35,1,34.36,0.0,34.36
3096,1966,57,1,31.25,0.0,31.25
3097,1966,2,2,303.49,0.0,606.98
3098,1966,20,1,116.53,0.08,116.53
3099,1967,30,1,28.35,0.0,28.35
3100,1968,54,1,23.42,0.0,23.42
3101,1969,25,2,66.15,0.0,132.3
3102,1970,15,1,41.64,0.05,41.64
3103,1970,55,1,5.02,0.05,5.02
3104,1970,35,1,32.64,0.05,32.64
3105,1971,51,1,30.08,0.05,30.08
3106,1972,45,2,74.45,0.05,148.9
3107,1972,20,1,126.66,0.0,126.66
3108,1972,2,1,303.49,0.0,303.49
3109,1973,47,1,138.49,0.0,138.49
3110,1974,54,1,22.25,0.05,22.25
3111,1974,45,1,78.37,0.0,78.37
3112,1975,42,2,155.38,0.0,310.76
3113,1975,11,1,41.12,0.08,41.12
3114,1976,39,1,150.51,0.0,150.51
3115,1977,59,1,18.95,0.0,18.95
3116,1977,10,1,378.85,0.0,378.85
3117,1977,32,2,134.76,0.0,269.52
3118,1978,11,3,44.7,0.0,134.1
3119,1978,13,1,126.15,0.08,126.15
3120,1979,49,1,97.61,0.0,97.61
3121,1980,50,1,72.37,0.0,72.37
3122,1981,8,1,335.96,0.05,335.96
3123,1981,25,2,66.15,0.0,132.3
3124,1981,10,1,348.54,0.08,348.54
3125,1982,17,1,85.44,0.0,85.44
3126,1983,3,1,390.08,0.05,390.08
3127,1984,34,1,50.9,0.0,50.9
3128,1985,31,1,75.5,0.0,75.5
3129,1986,17,2,85.44,0.0,170.88
3130,1986,60,3,27.15,0.05,81.45
3131,1987,56,1,47.83,0.0,47.83
3132,1987,27,2,56.16,0.0,112.32
3133,1988,5,1,177.76,0.0,177.76
3134,1988,20,1,126.66,0.0,126.66
3135,1989,3,1,410.61,0.0,410.61
3136,1990,23,2,75.92,0.0,151.84
3137,1990,32,1,123.98,0.08,123.98
3138,1990,54,1,22.25,0.05,22.25
3139,1990,26,1,74.55,0.0,74.55
3140,1991,36,1,49.67,0.0,49.67
3141,1991,51,1,31.66,0.0,31.66
3142,1991,15,2,41.64,0.05,83.28
3143,1992,35,1,34.36,0.0,34.36
3144,1992,40,1,37.14,0.08,37.14
3145,1993,17,2,85.44,0.0,170.88
3146,1994,8,1,335.96,0.05,335.96
3147,1995,4,1,84.32,0.0,84.32
3148,1995,47,1,138.49,0.0,138.49
3149,1996,28,1,10.68,0.0,10.68
3150,1996,27,1,56.16,0.0,56.16
3151,1997,60,1,28.58,0.0,28.58
3152,1997,58,1,36.02,0.0,36.02
3153,1998,39,2,150.51,0.0,301.02
3154,1999,28,1,10.68,0.0,10.68
3155,1999,45,2,78.37,0.0,156.74
3156,2000,8,1,353.64,0.0,353.64
3157,2000,15,1,43.83,0.0,43.83
3158,2000,50,2,72.37,0.0,144.74
3159,2001,38,1,96.92,0.0,96.92
3160,2001,49,2,97.61,0.0,195.22
3161,2002,40,1,40.37,0.0,40.37
3162,2003,14,1,74.24,0.0,74.24
3163,2004,22,3,65.84,0.0,197.52
3164,2004,19,2,147.2,0.0,294.4
3165,2005,40,1,40.37,0.0,40.37
3166,2005,24,1,18.55,0.08,18.55
3167,2006,60,1,28.58,0.0,28.58
3168,2007,2,2,303.49,0.0,606.98
3169,2007,36,1,49.67,0.0,49.67
3170,2007,35,1,32.64,0.05,32.64
3171,2007,17,1,81.17,0.05,81.17
3172,2008,6,2,351.76,0.0,703.52
3173,2008,5,1,168.87,0.05,168.87
3174,2009,45,1,74.45,0.05,74.45
3175,2010,25,1,60.86,0.08,60.86
3176,2010,35,1,34.36,0.0,34.36
3177,2010,28,1,10.15,0.05,10.15
3178,2010,13,1,137.12,0.0,137.12
3179,2011,60,2,27.15,0.05,54.3
3180,2012,58,1,36.02,0.0,36.02
3181,2012,3,2,410.61,0.0,821.22
3182,2013,55,2,5.28,0.0,10.56
3183,2013,39,1,150.51,0.0,150.51
3184,2014,46,2,96.88,0.0,193.76
3185,2015,27,1,56.16,0.0,56.16
3186,2016,57,1,31.25,0.0,31.25
3187,2016,24,1,20.16,0.0,20.16
3188,2016,5,1,177.76,0.0,177.76
3189,2017,40,1,40.37,0.0,40.37
3190,2017,37,1,47.75,0.0,47.75
3191,2018,46,1,96.88,0.0,96.88
3192,2019,14,3,74.24,0.0,222.72
3193,2020,31,1,71.72,0.05,71.72
3194,2021,16,2,50.12,0.0,100.24
3195,2022,17,1,85.44,0.0,85.44
3196,2023,27,1,56.16,0.0,56.16
3197,2023,35,1,34.36,0.0,34.36
3198,2023,36,1,47.19,0.05,47.19
3199,2024,50,1,72.37,0.0,72.37
3200,2024,12,1,37.92,0.0,37.92
3201,2025,2,1,303.49,0.0,303.49
3202,2025,9,1,326.86,0.0,326.86
3203,2026,25,1,62.84,0.05,62.84
3204,2027,38,1,89.17,0.08,89.17
3205,2028,33,1,149.94,0.05,149.94
3206,2028,57,1,31.25,0.0,31.25
3207,2029,54,2,23.42,0.0,46.84
3208,2029,57,1,31.25,0.0,31.25
3209,2029,3,2,410.61,0.0,821.22
3210,2029,14,1,74.24,0.0,74.24
3211,2030,34,1,50.9,0.0,50.9
3212,2030,23,2,75.92,0.0,151.84
3213,2031,5,1,168.87,0.05,168.87
3214,2031,35,3,32.64,0.05,97.92
3215,2032,37,1,47.75,0.0,47.75
3216,2033,7,1,116.37,0.05,116.37
3217,2033,47,2,131.57,0.05,263.14
3218,2033,20,1,126.66,0.0,126.66
3219,2034,43,1,108.13,0.08,108.13
3220,2034,12,1,36.02,0.05,36.02
3221,2035,52,1,9.79,0.0,9.79
3222,2036,39,3,150.51,0.0,451.53
3223,2037,31,1,69.46,0.08,69.46
3224,2037,46,2,96.88,0.0,193.76
3225,2038,34,1,50.9,0.0,50.9
3226,2039,9,1,326.86,0.0,326.86
3227,2039,45,1,78.37,0.0,78.37
3228,2039,24,1,19.15,0.05,19.15
3229,2040,50,1,72.37,0.0,72.37
3230,2041,32,1,128.02,0.05,128.02
3231,2042,37,2,47.75,0.0,95.5
3232,2043,22,1,65.84,0.0,65.84
3233,2044,30,1,26.08,0.08,26.08
3234,2045,43,1,117.53,0.0,117.53
3235,2046,38,1,96.92,0.0,96.92
3236,2046,6,1,351.76,0.0,351.76
3237,2046,22,3,65.84,0.0,197.52
3238,2047,18,1,64.48,0.0,64.48
3239,2048,12,1,37.92,0.0,37.92
3240,2049,49,1,97.61,0.0,97.61
3241,2049,44,2,24.46,0.0,48.92
3242,2049,28,1,10.68,0.0,10.68
3243,2050,54,1,21.55,0.08,21.55
3244,2051,47,1,138.49,0.0,138.49
3245,2052,28,3,10.15,0.05,30.45
3246,2053,55,3,5.28,0.0,15.84
3247,2054,23,1,72.12,0.05,72.12
3248,2055,8,1,325.35,0.08,325.35
3249,2055,52,1,9.3,0.05,9.3
3250,2056,1,1,332.97,0.0,332.97
3251,2057,25,1,66.15,0.0,66.15
3252,2057,44,1,24.46,0.0,24.46
3253,2057,54,1,23.42,0.0,23.42
3254,2058,6,2,351.76,0.0,703.52
3255,2058,1,2,332.97,0.0,665.94
3256,2059,41,1,146.29,0.0,146.29
3257,2060,12,1,37.92,0.0,37.92
3258,2060,46,1,96.88,0.0,96.88
3259,2061,28,1,10.68,0.0,10.68
3260,2062,17,1,85.44,0.0,85.44
3261,2063,58,1,36.02,0.0,36.02
3262,2064,44,3,24.46,0.0,73.38
3263,2065,49,1,97.61,0.0,97.61
3264,2066,9,1,326.86,0.0,326.86
3265,2066,17,1,85.44,0.0,85.44
3266,2066,28,2,10.68,0.0,21.36
3267,2066,20,2,126.66,0.0,253.32
3268,2067,29,2,26.67,0.0,53.34
3269,2068,46,1,92.04,0.05,92.04
3270,2069,26,1,74.55,0.0,74.55
3271,2069,1,1,332.97,0.0,332.97
3272,2069,3,1,410.61,0.0,410.61
3273,2070,58,1,36.02,0.0,36.02
3274,2071,54,2,22.25,0.05,44.5
3275,2072,17,1,78.6,0.08,78.6
3276,2072,27,2,56.16,0.0,112.32
3277,2073,35,1,34.36,0.0,34.36
3278,2073,46,1,96.88,0.0,96.88
3279,2074,52,2,9.79,0.0,19.58
3280,2074,28,2,10.68,0.0,21.36
3281,2074,27,2,56.16,0.0,112.32
3282,2075,22,1,65.84,0.0,65.84
3283,2075,11,1,44.7,0.0,44.7
3284,2075,5,1,168.87,0.05,168.87
3285,2076,8,2,335.96,0.05,671.92
3286,2077,17,1,78.6,0.08,78.6
3287,2078,9,1,300.71,0.08,300.71
3288,2078,21,1,25.39,0.0,25.39
3289,2079,9,1,326.86,0.0,326.86
3290,2080,9,1,326.86,0.0,326.86
3291,2080,16,1,50.12,0.0,50.12
3292,2081,3,1,410.61,0.0,410.61
3293,2081,32,1,134.76,0.0,134.76
3294,2081,31,1,69.46,0.08,69.46
3295,2082,45,1,74.45,0.05,74.45
3296,2082,28,1,9.83,0.08,9.83
3297,2082,53,3,13.55,0.0,40.65
3298,2082,32,1,128.02,0.05,128.02
3299,2083,57,1,29.69,0.05,29.69
3300,2083,5,1,177.76,0.0,177.76
3301,2084,7,1,122.49,0.0,122.49
3302,2085,43,1,117.53,0.0,117.53
3303,2085,50,2,72.37,0.0,144.74
3304,2086,27,2,53.35,0.05,106.7
3305,2086,55,3,5.28,0.0,15.84
3306,2087,55,1,5.28,0.0,5.28
3307,2088,12,1,37.92,0.0,37.92
3308,2088,34,3,50.9,0.0,152.7
3309,2088,7,1,116.37,0.05,116.37
3310,2089,42,1,142.95,0.08,142.95
3311,2089,33,1,157.83,0.0,157.83
3312,2090,12,1,37.92,0.0,37.92
3313,2091,41,2,146.29,0.0,292.58
3314,2092,44,3,24.46,0.0,73.38
3315,2092,51,2,31.66,0.0,63.32
3316,2093,15,2,40.32,0.08,80.64
3317,2093,52,1,9.01,0.08,9.01
3318,2094,49,1,97.61,0.0,97.61
3319,2095,25,1,66.15,0.0,66.15
3320,2096,42,1,155.38,0.0,155.38
3321,2097,32,1,134.76,0.0,134.76
3322,2097,21,3,25.39,0.0,76.17
3323,2097,29,1,26.67,0.0,26.67
3324,2098,35,2,34.36,0.0,68.72
3325,2098,11,1,42.47,0.05,42.47
3326,2099,51,1,30.08,0.05,30.08
3327,2099,32,1,128.02,0.05,128.02
3328,2100,36,1,47.19,0.05,47.19
3329,2100,5,3,177.76,0.0,533.28
3330,2101,50,1,72.37,0.0,72.37
3331,2102,26,1,74.55,0.0,74.55
3332,2103,21,2,25.39,0.0,50.78
3333,2104,55,1,5.28,0.0,5.28
3334,2105,24,1,20.16,0.0,20.16
3335,2106,45,1,78.37,0.0,78.37
3336,2107,49,1,97.61,0.0,97.61
3337,2108,34,1,50.9,0.0,50.9
3338,2108,15,1,41.64,0.05,41.64
3339,2109,24,1,20.16,0.0,20.16
3340,2110,51,2,31.66,0.0,63.32
3341,2111,36,2,49.67,0.0,99.34
3342,2112,9,1,310.52,0.05,310.52
3343,2112,10,1,378.85,0.0,378.85
3344,2113,17,2,81.17,0.05,162.34
3345,2114,14,2,74.24,0.0,148.48
3346,2115,43,1,117.53,0.0,117.53
3347,2115,56,1,45.44,0.05,45.44
3348,2116,13,1,137.12,0.0,137.12
3349,2116,12,1,36.02,0.05,36.02
3350,2117,41,2,146.29,0.0,292.58
3351,2118,33,1,157.83,0.0,157.83
3352,2118,18,1,64.48,0.0,64.48
3353,2119,15,3,43.83,0.0,131.49
3354,2120,40,2,38.35,0.05,76.7
3355,2120,22,1,62.55,0.05,62.55
3356,2120,30,1,28.35,0.0,28.35
3357,2121,42,1,147.61,0.05,147.61
3358,2122,46,1,96.88,0.0,96.88
3359,2123,38,2,92.07,0.05,184.14
3360,2124,13,1,137.12,0.0,137.12
3361,2124,4,1,77.57,0.08,77.57
3362,2124,45,1,72.1,0.08,72.1
3363,2125,3,1,410.61,0.0,410.61
3364,2126,24,1,19.15,0.05,19.15
3365,2127,48,2,74.81,0.0,149.62
3366,2128,23,1,75.92,0.0,75.92
3367,2128,8,1,335.96,0.05,335.96
3368,2128,49,2,97.61,0.0,195.22
3369,2128,42,1,147.61,0.05,147.61
3370,2129,46,1,92.04,0.05,92.04
3371,2130,10,3,378.85,0.0,1136.55
3372,2130,47,1,138.49,0.0,138.49
3373,2130,9,1,326.86,0.0,326.86
3374,2131,24,2,20.16,0.0,40.32
3375,2131,3,1,410.61,0.0,410.61
3376,2132,33,3,157.83,0.0,473.49
3377,2132,59,1,18.0,0.05,18.0
3378,2132,43,1,117.53,0.0,117.53
3379,2133,42,1,147.61,0.05,147.61
3380,2133,7,2,122.49,0.0,244.98
3381,2133,23,1,69.85,0.08,69.85
3382,2134,10,1,378.85,0.0,378.85
3383,2135,47,2,138.49,0.0,276.98
3384,2136,40,1,38.35,0.05,38.35
3385,2136,8,1,335.96,0.05,335.96
3386,2136,43,2,117.53,0.0,235.06
3387,2137,51,1,30.08,0.05,30.08
3388,2138,45,2,78.37,0.0,156.74
3389,2138,11,1,42.47,0.05,42.47
3390,2138,55,2,5.28,0.0,10.56
3391,2138,56,1,47.83,0.0,47.83
3392,2139,37,2,47.75,0.0,95.5
3393,2139,25,1,66.15,0.0,66.15
3394,2140,13,1,137.12,0.0,137.12
3395,2140,14,1,74.24,0.0,74.24
3396,2140,47,1,138.49,0.0,138.49
3397,2140,55,1,5.28,0.0,5.28
3398,2141,1,1,332.97,0.0,332.97
3399,2142,10,2,348.54,0.08,697.08
3400,2143,17,2,85.44,0.0,170.88
3401,2144,34,1,48.35,0.05,48.35
3402,2145,32,1,134.76,0.0,134.76
3403,2146,23,1,75.92,0.0,75.92
3404,2147,4,1,84.32,0.0,84.32
3405,2148,46,1,96.88,0.0,96.88
3406,2148,4,1,84.32,0.0,84.32
3407,2148,8,1,353.64,0.0,353.64
3408,2148,2,1,279.21,0.08,279.21
3409,2149,22,1,65.84,0.0,65.84
3410,2150,35,2,34.36,0.0,68.72
3411,2150,39,2,150.51,0.0,301.02
3412,2151,28,1,10.68,0.0,10.68
3413,2152,3,2,377.76,0.08,755.52
3414,2153,46,1,92.04,0.05,92.04
3415,2154,22,1,65.84,0.0,65.84
3416,2155,17,1,85.44,0.0,85.44
3417,2156,13,1,126.15,0.08,126.15
3418,2157,55,1,4.86,0.08,4.86
3419,2158,18,1,64.48,0.0,64.48
3420,2158,15,1,43.83,0.0,43.83
3421,2159,22,1,65.84,0.0,65.84
3422,2160,49,1,89.8,0.08,89.8
3423,2161,16,1,50.12,0.0,50.12
3424,2161,22,1,65.84,0.0,65.84
3425,2162,48,1,74.81,0.0,74.81
3426,2162,21,3,23.36,0.08,70.08
3427,2162,46,1,92.04,0.05,92.04
3428,2163,48,1,74.81,0.0,74.81
3429,2164,12,2,36.02,0.05,72.04
3430,2164,24,1,20.16,0.0,20.16
3431,2165,10,1,378.85,0.0,378.85
3432,2166,23,1,69.85,0.08,69.85
3433,2166,8,1,335.96,0.05,335.96
3434,2166,10,1,378.85,0.0,378.85
3435,2167,13,1,130.26,0.05,130.26
3436,2167,47,2,131.57,0.05,263.14
3437,2167,1,1,316.32,0.05,316.32
3438,2168,12,1,37.92,0.0,37.92
3439,2169,15,1,40.32,0.08,40.32
3440,2169,16,3,50.12,0.0,150.36
3441,2170,2,1,303.49,0.0,303.49
3442,2170,4,1,77.57,0.08,77.57
3443,2170,47,1,131.57,0.05,131.57
3444,2171,24,1,20.16,0.0,20.16
3445,2172,4,1,80.1,0.05,80.1
3446,2173,47,1,138.49,0.0,138.49
3447,2173,55,1,5.02,0.05,5.02
3448,2174,45,1,74.45,0.05,74.45
3449,2175,45,1,78.37,0.0,78.37
3450,2175,20,1,126.66,0.0,126.66
3451,2176,14,1,74.24,0.0,74.24
3452,2177,50,1,72.37,0.0,72.37
3453,2178,29,1,26.67,0.0,26.67
3454,2179,13,1,126.15,0.08,126.15
3455,2179,5,1,177.76,0.0,177.76
3456,2180,38,1,96.92,0.0,96.92
3457,2180,50,1,72.37,0.0,72.37
3458,2181,39,1,150.51,0.0,150.51
3459,2181,53,1,13.55,0.0,13.55
3460,2182,9,1,310.52,0.05,310.52
3461,2183,29,1,25.34,0.05,25.34
3462,2183,37,1,47.75,0.0,47.75
3463,2183,19,2,147.2,0.0,294.4
3464,2184,15,1,41.64,0.05,41.64
3465,2185,5,1,168.87,0.05,168.87
3466,2185,6,1,351.76,0.0,351.76
3467,2186,40,1,38.35,0.05,38.35
3468,2186,55,1,5.28,0.0,5.28
3469,2187,48,1,74.81,0.0,74.81
3470,2187,14,1,68.3,0.08,68.3
3471,2188,25,1,66.15,0.0,66.15
3472,2188,40,1,40.37,0.0,40.37
3473,2189,24,1,19.15,0.05,19.15
3474,2190,50,1,66.58,0.08,66.58
3475,2191,18,2,61.26,0.05,122.52
3476,2192,40,1,40.37,0.0,40.37
3477,2193,14,1,74.24,0.0,74.24
3478,2193,22,2,65.84,0.0,131.68
3479,2194,14,1,74.24,0.0,74.24
3480,2195,13,1,130.26,0.05,130.26
3481,2196,37,1,45.36,0.05,45.36
3482,2197,43,1,111.65,0.05,111.65
3483,2198,39,1,150.51,0.0,150.51
3484,2199,25,1,62.84,0.05,62.84
3485,2200,44,2,24.46,0.0,48.92
3486,2201,10,1,359.91,0.05,359.91
3487,2202,34,2,48.35,0.05,96.7
3488,2202,49,1,97.61,0.0,97.61
3489,2202,22,1,65.84,0.0,65.84
3490,2203,51,1,30.08,0.05,30.08
3491,2204,50,1,72.37,0.0,72.37
3492,2205,7,2,122.49,0.0,244.98
3493,2206,37,2,45.36,0.05,90.72
3494,2206,29,1,26.67,0.0,26.67
3495,2206,50,1,72.37,0.0,72.37
3496,2206,7,1,122.49,0.0,122.49
3497,2207,26,1,70.82,0.05,70.82
3498,2207,22,1,65.84,0.0,65.84
3499,2208,6,1,334.17,0.05,334.17
3500,2209,34,1,50.9,0.0,50.9
3501,2209,60,1,28.58,0.0,28.58
3502,2210,5,1,177.76,0.0,177.76
3503,2211,45,3,78.37,0.0,235.11
3504,2211,23,2,75.92,0.0,151.84
3505,2212,14,1,74.24,0.0,74.24
3506,2213,34,1,50.9,0.0,50.9
3507,2213,42,1,147.61,0.05,147.61
3508,2214,47,1,138.49,0.0,138.49
3509,2215,46,1,96.88,0.0,96.88
3510,2216,3,2,410.61,0.0,821.22
3511,2217,2,1,279.21,0.08,279.21
3512,2217,16,1,46.11,0.08,46.11
3513,2218,7,1,122.49,0.0,122.49
3514,2219,27,1,56.16,0.0,56.16
3515,2220,1,1,316.32,0.05,316.32
3516,2220,48,2,71.07,0.05,142.14
3517,2221,19,1,147.2,0.0,147.2
3518,2222,21,1,23.36,0.08,23.36
3519,2222,10,1,378.85,0.0,378.85
3520,2223,13,1,130.26,0.05,130.26
3521,2223,31,1,75.5,0.0,75.5
3522,2224,50,1,72.37,0.0,72.37
3523,2225,32,1,134.76,0.0,134.76
3524,2225,1,1,332.97,0.0,332.97
3525,2226,10,1,359.91,0.05,359.91
3526,2227,18,1,64.48,0.0,64.48
3527,2228,24,2,20.16,0.0,40.32
3528,2229,8,2,353.64,0.0,707.28
3529,2230,44,1,24.46,0.0,24.46
3530,2230,4,2,84.32,0.0,168.64
3531,2231,51,1,30.08,0.05,30.08
3532,2232,22,1,62.55,0.05,62.55
3533,2233,32,1,134.76,0.0,134.76
3534,2234,29,2,26.67,0.0,53.34
3535,2235,2,1,303.49,0.0,303.49
3536,2235,43,1,117.53,0.0,117.53
3537,2236,10,1,359.91,0.05,359.91
3538,2237,14,1,68.3,0.08,68.3
3539,2238,32,1,134.76,0.0,134.76
3540,2238,38,1,96.92,0.0,96.92
3541,2239,29,1,25.34,0.05,25.34
3542,2239,12,1,36.02,0.05,36.02
3543,2239,56,1,47.83,0.0,47.83
3544,2240,1,1,332.97,0.0,332.97
3545,2241,55,1,5.28,0.0,5.28
3546,2241,28,1,10.68,0.0,10.68
3547,2242,24,1,20.16,0.0,20.16
3548,2243,44,2,23.24,0.05,46.48
3549,2244,48,1,74.81,0.0,74.81
3550,2244,59,1,18.95,0.0,18.95
3551,2245,40,1,40.37,0.0,40.37
3552,2246,58,1,36.02,0.0,36.02
3553,2247,34,2,50.9,0.0,101.8
3554,2247,29,1,26.67,0.0,26.67
3555,2248,11,1,44.7,0.0,44.7
3556,2248,21,1,24.12,0.05,24.12
3557,2249,15,1,43.83,0.0,43.83
3558,2249,26,1,68.59,0.08,68.59
3559,2249,52,1,9.79,0.0,9.79
3560,2250,16,1,50.12,0.0,50.12
3561,2251,4,1,84.32,0.0,84.32
3562,2252,27,3,56.16,0.0,168.48
3563,2253,12,2,37.92,0.0,75.84
3564,2254,44,2,24.46,0.0,48.92
3565,2254,39,1,150.51,0.0,150.51
3566,2255,6,2,334.17,0.05,668.34
3567,2256,50,1,72.37,0.0,72.37
3568,2256,2,1,303.49,0.0,303.49
3569,2256,19,1,135.42,0.08,135.42
3570,2257,47,1,138.49,0.0,138.49
3571,2258,57,1,31.25,0.0,31.25
3572,2259,47,1,138.49,0.0,138.49
3573,2260,16,1,50.12,0.0,50.12
3574,2261,47,1,138.49,0.0,138.49
3575,2262,20,1,126.66,0.0,126.66
3576,2263,53,1,13.55,0.0,13.55
3577,2264,46,1,96.88,0.0,96.88
3578,2265,30,1,26.93,0.05,26.93
3579,2266,18,1,64.48,0.0,64.48
3580,2267,10,1,378.85,0.0,378.85
3581,2268,34,2,48.35,0.05,96.7
3582,2269,34,1,50.9,0.0,50.9
3583,2270,3,1,410.61,0.0,410.61
3584,2271,2,1,303.49,0.0,303.49
3585,2272,11,1,44.7,0.0,44.7
3586,2272,21,2,25.39,0.0,50.78
3587,2273,3,1,410.61,0.0,410.61
3588,2273,10,1,359.91,0.05,359.91
3589,2273,21,1,24.12,0.05,24.12
3590,2274,24,2,20.16,0.0,40.32
3591,2274,42,1,155.38,0.0,155.38
3592,2275,40,2,40.37,0.0,80.74
3593,2276,8,1,353.64,0.0,353.64
3594,2276,27,1,56.16,0.0,56.16
3595,2277,24,1,19.15,0.05,19.15
3596,2277,15,1,43.83,0.0,43.83
3597,2278,8,1,353.64,0.0,353.64
3598,2279,11,1,44.7,0.0,44.7
3599,2280,10,1,378.85,0.0,378.85
3600,2280,20,3,120.33,0.05,360.99
3601,2280,47,2,138.49,0.0,276.98
3602,2281,49,1,97.61,0.0,97.61
3603,2282,35,1,34.36,0.0,34.36
3604,2283,19,3,139.84,0.05,419.52
3605,2283,21,2,25.39,0.0,50.78
3606,2283,8,1,353.64,0.0,353.64
3607,2284,4,1,77.57,0.08,77.57
3608,2285,22,1,65.84,0.0,65.84
3609,2285,3,2,390.08,0.05,780.16
3610,2286,8,1,335.96,0.05,335.96
3611,2287,5,1,177.76,0.0,177.76
3612,2288,56,2,47.83,0.0,95.66
3613,2289,5,1,177.76,0.0,177.76
3614,2290,14,1,70.53,0.05,70.53
3615,2291,18,1,64.48,0.0,64.48
3616,2292,33,1,149.94,0.05,149.94
3617,2292,24,1,20.16,0.0,20.16
3618,2293,56,1,45.44,0.05,45.44
3619,2294,26,1,74.55,0.0,74.55
3620,2295,16,1,50.12,0.0,50.12
3621,2295,14,1,70.53,0.05,70.53
3622,2296,28,2,10.68,0.0,21.36
3623,2296,37,1,43.93,0.08,43.93
3624,2297,50,1,72.37,0.0,72.37
3625,2298,58,1,36.02,0.0,36.02
3626,2299,16,1,47.61,0.05,47.61
3627,2300,8,2,353.64,0.0,707.28
3628,2300,29,1,25.34,0.05,25.34
3629,2301,29,1,25.34,0.05,25.34
3630,2301,16,1,47.61,0.05,47.61
3631,2302,57,1,29.69,0.05,29.69
3632,2303,54,1,23.42,0.0,23.42
3633,2304,45,1,74.45,0.05,74.45
3634,2305,50,2,72.37,0.0,144.74
3635,2305,19,3,147.2,0.0,441.6
3636,2306,19,2,147.2,0.0,294.4
3637,2306,51,2,31.66,0.0,63.32
3638,2307,28,1,10.68,0.0,10.68
3639,2308,47,1,131.57,0.05,131.57
3640,2308,44,1,23.24,0.05,23.24
3641,2308,29,1,26.67,0.0,26.67
3642,2309,9,1,326.86,0.0,326.86
3643,2310,39,2,150.51,0.0,301.02
3644,2311,26,3,74.55,0.0,223.65
3645,2312,8,1,353.64,0.0,353.64
3646,2313,42,1,155.38,0.0,155.38
3647,2314,32,1,134.76,0.0,134.76
3648,2315,21,1,23.36,0.08,23.36
3649,2316,7,1,122.49,0.0,122.49
3650,2316,54,1,22.25,0.05,22.25
3651,2316,39,1,142.98,0.05,142.98
3652,2317,42,2,155.38,0.0,310.76
3653,2317,1,3,332.97,0.0,998.91
3654,2318,9,1,310.52,0.05,310.52
3655,2319,20,1,116.53,0.08,116.53
3656,2320,48,1,71.07,0.05,71.07
3657,2320,58,1,36.02,0.0,36.02
3658,2321,18,1,61.26,0.05,61.26
3659,2321,16,1,50.12,0.0,50.12
3660,2321,41,2,146.29,0.0,292.58
3661,2322,49,1,97.61,0.0,97.61
3662,2323,23,1,75.92,0.0,75.92
3663,2324,1,1,316.32,0.05,316.32
3664,2324,56,1,47.83,0.0,47.83
3665,2324,19,2,139.84,0.05,279.68
3666,2325,9,1,326.86,0.0,326.86
3667,2325,3,1,410.61,0.0,410.61
3668,2326,57,1,31.25,0.0,31.25
3669,2327,4,1,84.32,0.0,84.32
3670,2327,54,1,23.42,0.0,23.42
3671,2328,17,1,78.6,0.08,78.6
3672,2329,22,1,65.84,0.0,65.84
3673,2330,46,1,96.88,0.0,96.88
3674,2331,17,1,85.44,0.0,85.44
3675,2331,59,2,18.95,0.0,37.9
3676,2331,15,2,41.64,0.05,83.28
3677,2332,60,2,28.58,0.0,57.16
3678,2333,49,1,92.73,0.05,92.73
3679,2334,29,1,25.34,0.05,25.34
3680,2335,8,3,353.64,0.0,1060.92
3681,2336,23,1,75.92,0.0,75.92
3682,2337,45,1,74.45,0.05,74.45
3683,2337,43,2,117.53,0.0,235.06
3684,2337,16,1,50.12,0.0,50.12
3685,2338,34,1,50.9,0.0,50.9
3686,2339,51,1,31.66,0.0,31.66
3687,2340,24,2,20.16,0.0,40.32
